change,address,typeofobj,location,price,date
—,Drevergatan 3,Lägenhet, Norra Djurgårdsstaden,10550000,2022-02-08
-0,Hamngatan 17A,Lägenhet, Centrum,5075000,2022-02-08
-0,Amerikagatan 45A,Lägenhet, Centrum,3600000,2022-02-08
6.1,Tunbyvägen 38C,Lägenhet, Vega,950000,2022-02-08
-0,Vänortsstråket 55A,Lägenhet, Tureberg,2900000,2022-02-08
9.3,Odengatan 7,Villa, Bremerlyckan,12000000,2022-02-08
-0,Fågelstavägen 8,Lägenhet, Bandhagen,1850000,2022-02-08
-0,Skjutbanegatan 2B,Lägenhet, Haga,1560000,2022-02-08
8.6,Rååvägen 71,Tomt/Mark, Råå,3800000,2022-02-08
-0,Blåvingevägen 2,Fritidshus, Grönemad,7200000,2022-02-08
12.4,Lundagatan 44A,Lägenhet, Södermalm,3360000,2022-02-08
6.8,Kyrkogårdsgatan 13,Lägenhet, Druvefors,1975000,2022-02-08
10.7,Tågmästaregatan 26,Lägenhet, Tegelbruket,2270000,2022-02-08
-0,Industrigatan 33,Lägenhet, Tittenté,1275000,2022-02-08
10.6,Fridhemsgatan 64,Lägenhet, Östermalm,1100000,2022-02-08
13.1,Kistahavets väg 1A,Fritidshus, Väddö,2800000,2022-02-08
9.4,Knipvägen 177,Radhus, Margaretelund,4650000,2022-02-08
11,Barkarbyvägen 36,Lägenhet, Barkarbystaden,2325000,2022-02-08
4.4,Smålandsvägen 54,Radhus, Sävja,2500000,2022-02-08
16.8,Ernst Ahlgrensgatan 4B,Lägenhet, Ribersborg,4900000,2022-02-08
10.5,Fridensborgsvägen 113,Lägenhet, Brotorp,3200000,2022-02-08
17.3,Ringvägen 114,Lägenhet, Södermalm,4100000,2022-02-08
0.3,Hundhamravägen 24,Lägenhet, Norsborg,3260000,2022-02-08
13.3,Rågvägen 10,Lägenhet, Botkyrka-Hallunda,2600000,2022-02-08
4,Talmansvägen 16,Villa, Herrestad,2700000,2022-02-08
9.5,Generalsgatan 6,Lägenhet, Kviberg,2600000,2022-02-08
5.2,Idre Fjäll Alpinvägen 860K,Lägenhet, Idre Fjäll,3150000,2022-02-08
25.3,Emils gata 11A,Lägenhet, Bromma,2750000,2022-02-08
24,Loftvägen 21,Lägenhet, Skogås,2350000,2022-02-08
—,Fru Kristinas gränd 3,Lägenhet, Älvsjö,4500000,2022-02-08
21.2,Timotejvägen 59,Villa, Rotebro,4850000,2022-02-08
—,Rindögatan 5,Lägenhet, Östermalm / Gärdet,9800000,2022-02-08
—,Gävlegatan 26,Lägenhet, Hagastaden,5500000,2022-02-08
9.2,Erstaviksvägen 40,Radhus, Älta,6000000,2022-02-08
—,Tellusgatan 6,Lägenhet, Kungsängen,2150000,2022-02-08
—,Strandskogsvägen 6,Lägenhet, Kullön,4000000,2022-02-08
6.7,Nysättravägen 19,Lägenhet, Brunnsäng,1595000,2022-02-08
15.5,Sergels väg 2,Lägenhet, Ribersborg,4500000,2022-02-08
11.4,Åsgatan 4B,Lägenhet, Jakobsberg,2000000,2022-02-08
24.1,Spångavägen 60,Lägenhet, Bromma Riksby,2475000,2022-02-08
10.4,Primusgatan 62,Lägenhet, Essingeöarna,6400000,2022-02-08
11.9,Sandbäcksgatan 17D,Lägenhet, Klara,3350000,2022-02-08
2.1,Dockgatan 3A,Lägenhet, Dockan,5100000,2022-02-08
11.1,Friggs gränd 5E,Lägenhet, Hyllie,5550000,2022-02-08
25.6,Rosenhagavägen 24B,Lägenhet, Rosenhaga,1250000,2022-02-08
7.1,Hofverbergsgatan 13,Lägenhet, Stattena,2350000,2022-02-08
8.7,Tränsvägen 11,Villa, Norråsen,3800000,2022-02-08
14.1,Amiralsgatan 14A,Lägenhet, Rörsjöstaden,2110000,2022-02-08
13.9,Mesta Hage 36,Parhus, Mesta,2500000,2022-02-08
14.4,Hisingsgatan 37,Villa, Elund,4000000,2022-02-08
—,Hälsingegatan 61,Lägenhet, Vasastan,5150000,2022-02-08
10.6,Västra Skrävlingevägen 209,Lägenhet, Husie,1100000,2022-02-08
16.7,Brahegatan 58,Lägenhet, Östermalm,3325000,2022-02-08
28.4,Harpsundsvägen 121,Lägenhet, Bandhagen,2760000,2022-02-08
-0,Solhöjdsgatan 15,Lägenhet, Västra Hamnen,2350000,2022-02-08
29.8,Spångavägen 11,Lägenhet, Bromma Riksby,2850000,2022-02-08
6.5,Röliden 96,Villa, Sävedalen,9050000,2022-02-08
15.9,Beckasinvägen 3,Fritidshus, Vemdalen,5100000,2022-02-08
44.6,Horisontvägen 59,Lägenhet, Skarpnäck,4120000,2022-02-08
33.8,Köpenhamnsvägen 44A,Lägenhet, Slottsstaden,2670000,2022-02-08
25.3,Roslagsgatan 58B,Lägenhet, Vasastan,2500000,2022-02-08
31.4,Norra Kedum Gullvivan 10,Villa, Norra Kedum,2300000,2022-02-08
-0,Vendelsfridsgatan 6A,Lägenhet, Lorensborg,950000,2022-02-08
2.3,Wickmans väg 6,Villa, Tosterön,11000000,2022-02-08
16.1,Lidnersgatan 10A,Lägenhet, Kungsholmen,3425000,2022-02-08
21.4,Smedjevägen 5,Lägenhet, Häggvik,4250000,2022-02-08
25.3,Kapellgatan 18,Lägenhet, Triangeln,2500000,2022-02-08
-0,Lupinvägen 29,Villa, Saxtorpskogen,2895000,2022-02-08
11.1,Östra Farmvägen 38C,Lägenhet, Östra Sorgenfri,1550000,2022-02-08
-2.5,Barkarbyvägen 88,Lägenhet, Barkarbystaden,1950000,2022-02-08
20.6,Kolmsta 11,Fritidshus, Västerås,1200000,2022-02-08
8.8,Borgnäsgatan 105,Kedjehus, Husie,5000000,2022-02-08
21.8,Alströmergatan 32G,Lägenhet, Kungsholmen,3350000,2022-02-08
20.5,Roslagsgatan 37A,Lägenhet, Vasastan,5175000,2022-02-08
10.5,Fridhemsgatan 10A,Lägenhet, Kungsholmen,5800000,2022-02-08
12.7,Ormvråksgatan 27,Villa, Mariastaden,6200000,2022-02-08
12.5,Ringen 8B,Lägenhet, Forssa,1350000,2022-02-08
14.7,Tomtebogatan 20A,Lägenhet, Måsta,1600000,2022-02-08
42.7,Svartviksslingan 79,Lägenhet, Bromma,6700000,2022-02-08
33.3,Trollesundsvägen 104,Lägenhet, Högdalen,2500000,2022-02-08
13.9,Onkel Enoks väg 20,Villa, Åsumtorp,2500000,2022-02-08
25.2,Pilotgatan 40,Lägenhet, Skarpnäck,3500000,2022-02-08
-3.6,Lundbladsvägen 9B,Lägenhet, Sveaplan,1200000,2022-02-08
22.9,Lövskogsgatan 6B,Lägenhet, Norra Guldheden,2950000,2022-02-08
10.3,Oxhagsvägen 8,Lägenhet, Oxhagen,1600000,2022-02-08
24.8,Skiftesvägen 41,Kedjehus, Ella Gård,10600000,2022-02-08
22.2,Nylösegatan 10C,Lägenhet, Gamlestaden,2750000,2022-02-08
28.3,Johannesgatan 24,Lägenhet, Vasastan,7050000,2022-02-08
25,Grev Magnigatan 15,Lägenhet, Östermalm,13120000,2022-02-08
16.9,Cronhielms Allé 33,Lägenhet, Ulriksdal,3970000,2022-02-08
12,Ruddammsgatan 48,Lägenhet, Centrum,4200000,2022-02-08
21,Ekhagsvägen 3,Lägenhet, Östermalm / Ekhagen,3020000,2022-02-08
16,Backvägen 7,Lägenhet, Råsunda,1850000,2022-02-08
3.5,Bergsgatan 4,Lägenhet, Kvisthamra,4400000,2022-02-08
5.8,Prästslättsvägen 6,Lägenhet, Södra Prästslätten,820000,2022-02-08
25.6,Sandsborgsvägen 34,Villa, Charlottenberg,565000,2022-02-08
0.8,Kronetorpsgatan 68A,Lägenhet, Segevång,1205000,2022-02-08
7.6,Sjöbacksvägen 20,Fritidshus, Nordsjö,850000,2022-02-08
14.5,Fysikgatan 8,Villa, Sjöbo,2055000,2022-02-08
2.8,Lilla Hundens gata 436,Radhus, Brandbergen,3900000,2022-02-08
20,Cirkusgränd 3,Lägenhet, Sollentuna Centrum,5400000,2022-02-08
2.3,Aktrisgatan 6,Lägenhet, Lindeborg,2040000,2022-02-08
11.1,Elisetorpsvägen 19D,Lägenhet, Arlöv,1305000,2022-02-08
21.6,Skönviksvägen 295,Lägenhet, Enskede,2670000,2022-02-08
0.9,Igeldammsgatan 22B,Lägenhet, Kungsholmen,22700000,2022-02-08
24.4,Katarina Bangata 57,Lägenhet, Södermalm,4100000,2022-02-08
6.9,Kolonnvägen 68,Radhus, Ulriksdal,3635000,2022-02-08
7.3,Rörviksbacken 5,Lägenhet, Årsta,3750000,2022-02-08
-0,Kilian Zollsgatan 27D,Lägenhet, Ribersborg,2395000,2022-02-08
6.2,Burgårdsgatan 12,Lägenhet, Lorensberg,4220000,2022-02-08
18.9,Vingavägen 7,Lägenhet, Blåsut,4630000,2022-02-08
—,Vialmvägen 75,Fritidshus, Östra Greda,2520000,2022-02-08
25.3,Bygatan 10,Kedjehus, Skurup,2500000,2022-02-08
7.8,Fastlagsgatan 29,Lägenhet, Östra Göteborg,1455000,2022-02-08
10,Persikovägen 8,Villa, Västra Ängby,6050000,2022-02-08
25.7,Heleneborgsgatan 5A,Lägenhet, Södermalm Högalid,7415000,2022-02-08
7.5,Otto Bondes väg 20,Lägenhet, Margretelund,2575000,2022-02-08
-0,Björnvägen 30C,Lägenhet, Länna,1950000,2022-02-08
2.7,Trulsibrunnvägen 49,Villa, Höllviken,19500000,2022-02-08
25.9,Helgalunden 17,Lägenhet, Södermalm,4975000,2022-02-08
16.2,Grevgatan 60,Lägenhet, Östermalm,15975000,2022-02-08
20.8,Roslagsgatan 54A,Lägenhet, Vasastan,5550000,2022-02-08
26.3,Bastugatan 17,Lägenhet, Södermalm,5300000,2022-02-08
8.4,Porlabacken 45,Lägenhet, Hagsätra,1620000,2022-02-08
14.8,Bragevägen 22,Villa, Norra Lännersta,12050000,2022-02-08
37.6,Trollesundsvägen 19,Lägenhet, Bandhagen,2600000,2022-02-08
22.1,Filipstadsbacken 68,Lägenhet, Farsta,2070000,2022-02-08
15.4,Fredriksdalsgatan 24,Lägenhet, Hammarby Sjöstad,5020000,2022-02-08
18.6,Garagevägen 30,Lägenhet, Enskede,6400000,2022-02-08
18.5,Rosengatan 11,Lägenhet, Centrum,3850000,2022-02-08
29.7,Rålambsvägen 29,Lägenhet, Kungsholmen,5180000,2022-02-08
33.3,Gubbkärrsvägen 29T,Lägenhet, Bromma,4500000,2022-02-08
-0,Stolpgränd 29,Lägenhet, Solhaga,1250000,2022-02-08
53.6,Stensoppsgatan 13,Villa, Gånsta,4600000,2022-02-08
14.8,Ålgårdsvägen 19,Villa, Rydboholm,3100000,2022-02-08
19.5,Birger Jarlsgatan 104E,Lägenhet, Östermalm,4630000,2022-02-08
17.3,Mårten Bengtssons väg 1A,Radhus, Klågerup,2810000,2022-02-08
18.1,Doppingvägen 8,Villa, Margretelund,5900000,2022-02-08
1.2,Vivelvägen 23,Kedjehus, Skånsta,4550000,2022-02-08
20.6,Gillberga Prästgård 1,Villa, Säffle,6000000,2022-02-08
10.2,Bofinksvägen 17,Villa, Fågelgatorna,7375000,2022-02-08
13,Annedalsvägen 59,Lägenhet, Bromma,6210000,2022-02-08
8.1,Sockengatan 8B,Lägenhet, Rosengården,1400000,2022-02-08
-0,Vaksalagatan 18B,Lägenhet, Innerstaden,2495000,2022-02-08
39.5,Repslagargatan 21,Lägenhet, Södermalm,11150000,2022-02-08
9,Guldringen 13,Lägenhet, Västra Frölunda,2720000,2022-02-08
-12.2,Stenåldersvägen 6,Villa, Bräcke,4300000,2022-02-08
—,Himnavägen 46,Radhus, Linghem,2800000,2022-02-08
21.7,Alice Babs gata 9,Lägenhet, Ljusstaden,2800000,2022-02-08
15.7,Ernst Torulfsgatan 6B,Lägenhet, Munkebäck,2650000,2022-02-08
16.6,Häradsgatan 28B,Lägenhet, Bosgården,3375000,2022-02-08
10.3,Konsultgatan 9,Lägenhet, Södertorp,1980000,2022-02-08
18,Vinbärsgatan 17,Villa, Bara,5250000,2022-02-08
24.1,Kastanjevägen 4,Villa, Karby,6200000,2022-02-08
21.5,Torsvikssvängen 43,Lägenhet, Torsvik,4100000,2022-02-08
18.6,Bromsbodavägen 13A,Lägenhet, Runby,2010000,2022-02-08
14.3,Hermelinvägen 138,Lägenhet, Mariedal,2280000,2022-02-08
-0,Palmtorp 1,Villa, Mariefred,7480000,2022-02-08
35.3,Kapellgatan 22A,Lägenhet, Centrum,575000,2022-02-08
26.8,Ankares väg 5,Lägenhet, Mölnlycke,4050000,2022-02-08
—,Kvarnbyvallen 13,Lägenhet, Kvarnbyvallen,5750000,2022-02-08
20.2,Tomtebogatan 48B,Lägenhet, Vasastan,3600000,2022-02-08
-0,Stuvaregatan 30B,Lägenhet, Gävle Strand,2995000,2022-02-08
23.6,Västanväg 53A,Lägenhet, Limhamn,2465000,2022-02-08
40.7,Kaptensgatan 9,Lägenhet, Centrala,380000,2022-02-08
14.3,Kyrkvägen 32,Villa, Gnarp,280000,2022-02-08
-0,Honnörsgatan 19,Lägenhet, Järvastaden,6900000,2022-02-08
10.4,Syrénvägen 8,Villa, Sörby,1650000,2022-02-08
41.2,Fridhemsgatan 90D,Lägenhet, Skönsmon,1200000,2022-02-08
17.2,Kärrets väg 3B,Lägenhet, Arvidstorp,1700000,2022-02-08
15.9,Djäknegatan 1B,Lägenhet, Bosgården,2660000,2022-02-08
17.4,Sankt Göransgatan 153,Lägenhet, Kungsholmen,2525000,2022-02-08
36.2,Karlbergsvägen 72B,Lägenhet, Vasastan,17700000,2022-02-08
21.4,Sigrid Undsets gata 34,Lägenhet, Bromma Blackeberg,4600000,2022-02-08
14.4,Baldersgatan 4,Villa, Åstorp,2510000,2022-02-08
-0,Seglaregatan 4,Lägenhet, Majorna,2250000,2022-02-08
2.6,Råggatan 21,Lägenhet, Gunnarstorp,1380000,2022-02-08
—,Renlavsvägen 7,Radhus, Brunnsängs Hage,3400000,2022-02-08
22.2,Kungsborgsvägen 11,Villa, Skuru,27500000,2022-02-08
-0,Resö 1:100,Fritidshus, Resö,5700000,2022-02-08
24.3,Observatoriegatan 2B,Lägenhet, Vasastan,7450000,2022-02-08
7.6,Storgatan 57A,Lägenhet, Stenstaden,640000,2022-02-08
12.4,Norra Ersmarksgatan 26A,Lägenhet, Haga,2080000,2022-02-08
—,Hämplingevägen 87,Lägenhet, Kolarängen,7850000,2022-02-08
4.8,Erikslustvägen 36C,Lägenhet, Erikslust,2300000,2022-02-08
14.5,Baltiska vägen 2B,Lägenhet, Djurängen,2050000,2022-02-08
8.2,Lövsångarvägen 10,Villa, Bohuslän,2700000,2022-02-08
8.3,Poliskroken 9,Lägenhet, Eslöv Centrum,1300000,2022-02-08
—,Aggetorpsvägen 51,Villa, Aggetorp,5400000,2022-02-08
-0,Kapellgatan 22B,Lägenhet, Centrum,275000,2022-02-08
0.6,Thomsons väg 26,Lägenhet, Rosengård,900000,2022-02-08
30.3,Klippgatan 21,Lägenhet, Skönsberg,645000,2022-02-08
2.7,Hässleholmsgatan 6,Lägenhet, Nobeltorget,1330000,2022-02-08
12,Nygatan 9,Villa, Centrum,1675000,2022-02-08
55.6,Götgatan 37C,Lägenhet, Nya Staden,770000,2022-02-08
12.9,Von Platens Allé 47,Radhus, Ramlösa,2930000,2022-02-08
15.5,Skogsvägen 65,Villa, Hagaström,5025000,2022-02-08
28.1,Allén 3B,Lägenhet, Marieborg,1275000,2022-02-08
23.6,Ol Persvägen 10,Villa, Duved,6800000,2022-02-08
8.4,Rönnvägen 6,Villa, Krokom,2375000,2022-02-08
15.6,Kavallerivägen 2B,Lägenhet, Rissne,4150000,2022-02-08
9.4,Bomansgatan 18A,Lägenhet, Kristiansborg,870000,2022-02-08
23,Prästgårdsvägen 9B,Lägenhet, Skoghall,855000,2022-02-08
9,Nils Åkessongatan 53,Villa, Sockerbruket,3700000,2022-02-08
1,Syrenstigen Nr 16,Fritidshus, Fredriksdal,500000,2022-02-08
35.5,Färgargårdstorget 28,Lägenhet, Södermalm Sofia,10300000,2022-02-08
15.3,Korsnäbbsgränd 10,Villa, Klågerup,4950000,2022-02-08
-6.1,Dämmegatan 11,Lägenhet, Slottshöjden,2675000,2022-02-08
2.4,Hjärtstensvägen 13,Lägenhet, Norrboda,2100000,2022-02-08
9.4,Sikvägen 8,Lägenhet, Bollmora,2510000,2022-02-08
13.8,Ceresplatsen 2,Lägenhet, Sannegårdshamnen,6820000,2022-02-08
29.5,Söderarmsvägen 7,Lägenhet, Kärrtorp,3820000,2022-02-08
12.9,Lycko Pers väg 8,Lägenhet, Väster,1800000,2022-02-08
-6.1,Gösta Berlings väg 37,Lägenhet, Ekeby,310000,2022-02-08
10.8,Bobergsängen 5D,Lägenhet, Dammfri,2100000,2022-02-08
18,Simrishamnsgatan 3B,Lägenhet, Möllevången,2000000,2022-02-08
10.3,Hallonbergsplan 6,Lägenhet, Hallonbergen,2200000,2022-02-08
16.3,Johannas väg 33,Villa, Hisings Kärra,4530000,2022-02-08
2.5,Rödkullastigen 6B,Lägenhet, Almhög,1020000,2022-02-08
9.2,Tomtebogatan 5B,Lägenhet, Vasastan - Birkastan,13100000,2022-02-08
10,Aroniavägen 26,Tomt/Mark, Måsta,1815000,2022-02-08
3.6,Sadelmakarebyn 4D,Lägenhet, Bunkeflostrand,1860000,2022-02-08
4.1,Sankt Månsgatan 11C,Lägenhet, Centrum,3950000,2022-02-08
—,Röliden 27E,Villa, Sävedalen,5550000,2022-02-08
-1.8,Årtorpsvägen 37,Fritidshus, Ådran,2750000,2022-02-08
10.3,Dammtorps Allé 1,Lägenhet, Järvastaden,3850000,2022-02-08
-32,Körtinge 22,Villa, Himmeta,880000,2022-02-08
16.1,Torkelsgatan 30C,Lägenhet, Höganäs,2200000,2022-02-08
13.7,Vallhamra Torg 1A,Lägenhet, Sävedalen,3400000,2022-02-08
-0,Kammarugnsgatan 5,Villa, Ekeby,2895000,2022-02-08
0.3,Andréevägen 51C,Lägenhet, Vättersnäs,1700000,2022-02-08
13.3,Gottorpsvägen 19,Lägenhet, Bunkeflostrand,2600000,2022-02-08
14.9,Spikverksgatan 18,Radhus, Västra Bäckby,3440000,2022-02-08
11.9,Torsvikssvängen 32,Lägenhet, Torsvik,6600000,2022-02-08
0.2,Backadalsstigen 2B,Lägenhet, Bergsäter,3000000,2022-02-08
40.6,Violstigen 17D,Lägenhet, Knutsbo,1125000,2022-02-08
28.5,Trekanten 1A,Lägenhet, Centrala Skoghall,835000,2022-02-08
18.2,Kruthornsvägen 66B,Lägenhet, Edsberg,2830000,2022-02-08
1.4,Ankdammsgatan 27,Lägenhet, Skytteholm,7500000,2022-02-08
22,Folkskolegatan 12,Lägenhet, Södermalm,4875000,2022-02-08
11.1,Kristinedalsgatan 5,Lägenhet, Söder,2550000,2022-02-08
1,Kiselvägen 14,Villa, Bålsta - Skörby,6055000,2022-02-08
-0,Södra Hunnetorpsvägen 100B,Lägenhet, Adolfsberg,1150000,2022-02-08
4.3,Sveaborgsvägen 22,Villa, Irsta,5000000,2022-02-08
5.5,Leopoldsgatan 12,Lägenhet, Nyby,2000000,2022-02-08
6.2,Magnus Ladulåsgatan 27,Lägenhet, Södermalm,6900000,2022-02-08
20.7,Vetterslundsgatan 44,Lägenhet, Pettersberg,1080000,2022-02-08
23.7,Frejgatan 77,Lägenhet, Vasastan,8600000,2022-02-08
11.3,Gästgivarvägen 1C,Lägenhet, Knivsta,1775000,2022-02-08
—,Buregatan 46,Lägenhet, Östra Ängabo,3220000,2022-02-08
10.4,Olof Palmes gata 25,Lägenhet, Dragonfältet,3860000,2022-02-08
22.3,Sigurds väg 13,Villa, Valla,4250000,2022-02-08
-0,Medaljörvägen 26,Villa, Tuolluvaara,3100000,2022-02-08
-3.5,Vikhemsvägen 5,Lägenhet, Vikhem,1925000,2022-02-08
32.2,Stockholmsvägen 14A,Lägenhet, Perstorp,390000,2022-02-08
14.5,Lavettvägen 42,Lägenhet, Rissne,3200000,2022-02-08
-2.6,Astrakangatan 68C,Lägenhet, Herrestorp,3700000,2022-02-08
34.3,Slalomvägen 26,Lägenhet, Västertorp,2680000,2022-02-08
0.5,Fiskebyvägen 4B,Lägenhet, Öster,1100000,2022-02-08
19,Glimmerplan 13,Radhus, Hestra,3750000,2022-02-08
5.8,Murkelvägen 59,Lägenhet, Bällstaberg,2850000,2022-02-08
14.3,Edsbäcksvägen 20,Villa, Edsbacka,7400000,2022-02-08
—,Mosaikgränd 52,Lägenhet, Tyresö Strand,4000000,2022-02-08
-0,Ringgatan 40E,Lägenhet, Kungsängen,1195000,2022-02-08
—,Malmövägen 36,Lägenhet, Hammarbyhöjden,3750000,2022-02-08
17.6,Gustav III:s väg 41A,Lägenhet, Abrahamsberg,2700000,2022-02-08
20.5,Sabinavägen 10,Radhus, Fosie,4210000,2022-02-08
-0,Brandholmsvägen 50,Lägenhet, Brandholmen,1675000,2022-02-08
3,Tjäderåsvägen 19C,Lägenhet, Lindvallen,4225000,2022-02-08
-0,Middagsvägen 20,Lägenhet, Tullinge,2350000,2022-02-08
-0,Fjärdhundragatan 14,Lägenhet, Tuna Backar,1595000,2022-02-08
13.1,Bävervägen 40,Lägenhet, Abrahamsberg,3930000,2022-02-08
135.3,Fredriksbergsvägen 3,Villa, Burträsk,1000000,2022-02-08
21.9,Svetsarvägen 9,Lägenhet, Kallhäll,3285000,2022-02-08
18.6,Knut Den Stores Torg 1B,Lägenhet, Centrum,2520000,2022-02-08
32.6,Östadsvägen 199,Villa, Gråbo,4575000,2022-02-08
-0,Önneredsvägen 106,Lägenhet, Önnered,4475000,2022-02-08
8.1,Valthornsgatan 6,Lägenhet, Västra Frölunda,2000000,2022-02-08
28.5,Strandgatan 2A,Lägenhet, Norr,2050000,2022-02-08
-2,Sjöbogatan 47,Villa, Sjöbo,2720000,2022-02-08
-0,Herrängsgatan 8C,Lägenhet, Söder,110000,2022-02-08
4.4,Pressarvägen 6,Lägenhet, Kallhäll,2500000,2022-02-08
—,Skörbyhöjden 50,Parhus, Bålsta - Skörby,3300000,2022-02-08
-0,Vallgatan 4B,Lägenhet, Bjuv,650000,2022-02-08
5.9,Maltesholmsvägen 95,Lägenhet, Hässelby Gård,1901000,2022-02-08
32.8,Tallvägen 4,Villa, Oskarström,2650000,2022-02-08
-8.1,Tunavägen 23,Villa, Professorstaden,11000000,2022-02-08
10.1,Finnbergsvägen 68,Lägenhet, Finnberget,4950000,2022-02-08
—,Ormvråksgatan 2,Lägenhet, Fosie,2125000,2022-02-08
-0,Åbrovägen 24,Villa, Billesholm,1995000,2022-02-08
13.3,Värnstigen 16,Lägenhet, Smista,2600000,2022-02-08
33,Eskadervägen 48,Lägenhet, Näsby Park,4650000,2022-02-08
13.3,Bokbindarvägen 28,Lägenhet, Hägerstensåsen,2260000,2022-02-08
6.4,Basilikavägen 13A,Lägenhet, Kvarnsjön,1570000,2022-02-08
2.1,Järfällavägen 94B,Lägenhet, Jakobsberg,2140000,2022-02-08
-0,Hjortronstigen 5,Tomt/Mark, Graversfors,595000,2022-02-08
11.2,Gröndalsvägen 196,Lägenhet, Gröndal,11000000,2022-02-08
-5,Tegelängsvägen 26,Villa, Rosenlund,3700000,2022-02-08
38.1,Plantskolevägen 15,Villa, Gamla Enskede,14850000,2022-02-08
7.9,Seglarstigen 3,Fritidshus, Simsjön,750000,2022-02-08
-1,Krankajen 4,Lägenhet, Dockan,4250000,2022-02-08
-0,Brogårdsvägen 12,Lägenhet, Tidaholm,750000,2022-02-08
4.6,Sofiavägen 5A,Lägenhet, Sofiaparken,1830000,2022-02-08
9.8,Skolvägen 10C,Lägenhet, Mölnlycke,2800000,2022-02-08
27.1,Raffinadgatan 4,Lägenhet, Sockerbruket,9150000,2022-02-08
-1.6,Snickaregatan 29,Lägenhet, Centrum,3145000,2022-02-08
—,Räntmästaregatan 28A,Lägenhet, Lunden,3175000,2022-02-08
20,Flottarevägen 10,Villa, Mehedeby,2520000,2022-02-08
12.6,Reduttvägen 156,Kedjehus, Gribbylund,9000000,2022-02-08
52.7,Österängen 8,Villa, Skutskär,2825000,2022-02-08
6.9,Fältspatvägen 44,Lägenhet, Sätra,850000,2022-02-08
12.9,Bävervägen 44,Lägenhet, Bromma,7900000,2022-02-08
1.8,Ryttarvägen 9,Villa, Österro,3050000,2022-02-08
2.2,Klintegårdsvägen 40,Kedjehus, Lexby,4750000,2022-02-08
3,Häljasjövägen 12,Villa, Gånghester,3600000,2022-02-08
-0,Krysshammarvägen 36,Lägenhet, Västra Skogen,2825000,2022-02-08
2,Berguven 32,Lägenhet, Hovås,2600000,2022-02-08
14.3,Kratsbodavägen 50D,Lägenhet, Bromma,3310000,2022-02-08
-5.3,Linnégatan 29,Lägenhet, Centrum,1700000,2022-02-08
-0,Köpmangatan 1A,Lägenhet, Västanfors,425000,2022-02-08
17.9,Ridspögatan 4D,Lägenhet, Åby,3060000,2022-02-08
-2.8,Södra Gulsparvsgatan 26B,Lägenhet, Söderkulla,1550000,2022-02-08
-0,Sibeliusgången 44,Lägenhet, Akalla,1795000,2022-02-08
3.3,Lammholmsbacken 178,Radhus, Skärholmen Vårberg,4850000,2022-02-08
-0,Tornslingan 30,Lägenhet, Trångsund,2200000,2022-02-08
—,Tutviksvägen 46,Villa, Gudö,10000000,2022-02-08
34.3,Tulegatan 49,Lägenhet, Vasastan,9125000,2022-02-08
4.2,Repslagaregatan 8C,Lägenhet, Tingvalla,1350000,2022-02-08
0.6,Fastlagsgatan 6,Lägenhet, Kortedala,1605000,2022-02-08
3.4,Grönvägen 5C,Lägenhet, Arlöv,1650000,2022-02-08
31.3,Saturnusvägen 117,Tomt/Mark, Östra Lugnet,2100000,2022-02-08
-14.3,Måbergen 115,Tomt/Mark, Hjärtum,300000,2022-02-08
7.2,Sandviksgatan 27,Lägenhet, Centrum,1495000,2022-02-08
11.4,Ångermannagatan 158,Lägenhet, Vällingby Centrum,3225000,2022-02-08
0.2,Skvaltkvarnsvägen 41,Lägenhet, Gerrebacka,3000000,2022-02-08
—,Kobergsgatan 20,Lägenhet, Strömmensberg,2925000,2022-02-08
19.4,Lyckebo 1,Villa, Arjeplog,1075000,2022-02-08
14.4,Julaftonsgatan 17,Radhus, Kortedala,3650000,2022-02-08
—,Sporrgränd 12,Villa, Mälarhöjden,15810000,2022-02-08
1.4,Kärrvägen 86,Radhus, Nol,3345000,2022-02-08
3.5,Föreningsgatan 3B,Lägenhet, Vasastaden,3100000,2022-02-08
13.7,Hultvägen 11,Kedjehus, Lombolo,3325000,2022-02-08
2.2,Kaggetorpsvägen 111,Lägenhet, Kaggetorp,1660000,2022-02-08
7.5,Gripengatan 11,Lägenhet, Barkarbystaden,2360000,2022-02-08
1,Båtsman Kapers gata 44,Lägenhet, Hisings Backa,2925000,2022-02-08
1,Båtsman Kapers gata 44,Lägenhet, Hisings Backa,2925000,2022-02-08
-20.8,Kronobergsvägen 6,Villa, Vrigstad Centrum,1025000,2022-02-08
22.9,Millåkersgatan 11B,Lägenhet, Centrum,1475000,2022-02-08
-9.4,Sturegatan 6,Villa, Västanbo,1450000,2022-02-08
-0,Kalendervägen 59,Lägenhet, Östra Göteborg,1950000,2022-02-08
3.7,Betesgatan 7C,Lägenhet, Musikanten,1400000,2022-02-08
—,Astervägen 26,Villa, Hälltorp,4700000,2022-02-08
-0,Resö 1:99,Fritidshus, Vallbostrand,5700000,2022-02-08
-30.8,Bävik 52,Villa, Östra Ämtervik,675000,2022-02-08
19.6,Mattvägen 5,Lägenhet, Bromma,5800000,2022-02-08
8.7,Fyllerydsvägen 42C,Lägenhet, Sandsbro,1625000,2022-02-08
23.9,Skeppargatan 54,Lägenhet, Östermalm,3710000,2022-02-08
-2.2,Råbyvägen 57F,Lägenhet, Gränby,1750000,2022-02-08
-6.7,Sjöängsgatan 54,Villa, Södra Kroppkärr,5500000,2022-02-08
